SYear,Species,Age,biomass,numAge,Common_name,Func_group,Func_ID,towtime,BioPerTrawl
1986,134,1,4.01,296,Freshwater Drum,Benthic invertivore,1,475,0.008442105263157895
1986,203,1,0.46,19,Lake Whitefish,Benthic invertivore,1,475,9.68421052631579e-4
1986,508,1,0.07,62,Spottail Shiner,General invertivore,3,475,1.473684210526316e-4
1986,801,1,19.9,4492,Yellow Perch,General invertivore,3,475,0.04189473684210526
1987,106,1,40.58,8046,Alewife,Planktivore,2,744.8,0.054484425349087005
1987,108,1,18.02,1239,Gizzard Shad,Planktivore,2,744.8,0.024194414607948442
1987,109,1,14.8,15672,Rainbow Smelt,Planktivore,2,744.8,0.01987110633727175
1987,119,1,0.19,12,Channel Catfish,Omnivore,5,744.8,2.5510204081632655e-4
1987,120,1,0.14,1,Stonecat,General invertivore,3,744.8,0.00018796992481203011
1987,131,1,6.25,962,Trout-Perch,General invertivore,3,744.8,0.008391514500537057
1987,132,1,31.76,3389,White Perch,Benthic invertivore,1,744.8,0.042642320085929115
1987,133,1,2.96,169,White Bass,Piscivore,4,744.8,0.00397422126745435
1987,134,1,8.15,241,Freshwater Drum,Benthic invertivore,1,744.8,0.010942534908700324
1987,203,1,0.03,1,Lake Whitefish,Benthic invertivore,1,744.8,4.027926960257788e-5
1987,212,1,0.05,4,Round Whitefish,Benthic invertivore,1,744.8,6.713211600429647e-5
1987,402,1,0.12,1,Carp,Omnivore,5,744.8,1.611170784103115e-4
1987,403,1,1.7,24,Quillback,Benthic invertivore,1,744.8,0.0022824919441460797
1987,405,1,23.36,59,White Sucker,Benthic invertivore,1,744.8,0.031364124597207305
1987,504,1,0.81,858,Emerald Shiner,General invertivore,3,744.8,0.0010875402792696028
1987,508,1,6.3,1535,Spottail Shiner,General invertivore,3,744.8,0.008458646616541353
1987,604,1,0.29000000000000004,54,Pumpkinseed,General invertivore,3,744.8,3.893662728249195e-4
1987,801,1,52.5,10939,Yellow Perch,General invertivore,3,744.8,0.07048872180451128
1988,106,1,59.62,20311,Alewife,Planktivore,2,665.5,0.08958677685950413
1988,108,1,52.77,5423,Gizzard Shad,Planktivore,2,665.5,0.07929376408715252
1988,109,1,19.01,21740,Rainbow Smelt,Planktivore,2,665.5,0.02856498873027799
1988,119,1,0.52,8,Channel Catfish,Omnivore,5,665.5,7.813673929376409e-4
1988,132,1,101.26,15072,White Perch,Benthic invertivore,1,665.5,0.15215627347858754
1988,133,1,6.74,665,White Bass,Piscivore,4,665.5,0.01012772351615327
1988,134,1,0.65,28,Freshwater Drum,Benthic invertivore,1,665.5,9.767092411720512e-4
1988,203,1,0.03,1,Lake Whitefish,Benthic invertivore,1,665.5,4.507888805409466e-5
1988,402,1,3.35,33,Carp,Omnivore,5,665.5,0.005033809166040571
1988,403,1,17.900000000000002,208,Quillback,Benthic invertivore,1,665.5,0.026897069872276486
1988,405,1,0.8400000000000001,21,White Sucker,Benthic invertivore,1,665.5,0.0012622088655146507
1988,516,1,0.04,24,Unidentified Minnow,Omnivore,5,665.5,6.010518407212622e-5
1988,604,1,0.02,1,Pumpkinseed,General invertivore,3,665.5,3.005259203606311e-5
1988,605,1,0.01,1,Bluegill,General invertivore,3,665.5,1.5026296018031556e-5
1988,801,1,42.43,10152,Yellow Perch,General invertivore,3,665.5,0.06375657400450789
1989,106,1,9.13,2876,Alewife,Planktivore,2,150,0.06086666666666667
1989,108,1,15.09,1989,Gizzard Shad,Planktivore,2,150,0.1006
1989,109,1,2.59,2793,Rainbow Smelt,Planktivore,2,150,0.017266666666666666
1989,119,1,0.11,21,Channel Catfish,Omnivore,5,150,7.333333333333333e-4
1989,133,1,0.6900000000000001,36,White Bass,Piscivore,4,150,0.004600000000000001
1989,134,1,2.02,131,Freshwater Drum,Benthic invertivore,1,150,0.013466666666666667
1989,203,1,0.12,1,Lake Whitefish,Benthic invertivore,1,150,7.999999999999999e-4
1989,403,1,0.25,7,Quillback,Benthic invertivore,1,150,0.0016666666666666668
1989,405,1,1.08,11,White Sucker,Benthic invertivore,1,150,0.007200000000000001
1989,504,1,0.59,517,Emerald Shiner,General invertivore,3,150,0.003933333333333333
1989,508,1,15.53,4185,Spottail Shiner,General invertivore,3,150,0.10353333333333332
1989,706,1,0.01,1,Johnny Darter,Benthic invertivore,1,150,6.666666666666667e-5
1989,801,1,21.05,6712,Yellow Perch,General invertivore,3,150,0.14033333333333334
1990,106,1,0.83,239,Alewife,Planktivore,2,157.5,0.00526984126984127
1990,108,1,5.2,708,Gizzard Shad,Planktivore,2,157.5,0.03301587301587302
1990,109,1,0.7100000000000001,739,Rainbow Smelt,Planktivore,2,157.5,0.0045079365079365085
1990,119,1,1.3699999999999999,34,Channel Catfish,Omnivore,5,157.5,0.008698412698412698
1990,131,1,0.56,147,Trout-Perch,General invertivore,3,157.5,0.0035555555555555557
1990,132,1,42.41,10174,White Perch,Benthic invertivore,1,157.5,0.26926984126984127
1990,133,1,0.23,38,White Bass,Piscivore,4,157.5,0.0014603174603174604
1990,134,1,5.53,299,Freshwater Drum,Benthic invertivore,1,157.5,0.035111111111111114
1990,402,1,0.05,1,Carp,Omnivore,5,157.5,3.1746031746031746e-4
1990,405,1,0.34,12,White Sucker,Benthic invertivore,1,157.5,0.002158730158730159
1990,801,1,0.11,13,Yellow Perch,General invertivore,3,157.5,6.984126984126984e-4
1991,106,1,0.75,512,Alewife,Planktivore,2,148.5,0.005050505050505051
1991,108,1,0.51,56,Gizzard Shad,Planktivore,2,148.5,0.0034343434343434343
1991,109,1,0.29000000000000004,422,Rainbow Smelt,Planktivore,2,148.5,0.0019528619528619531
1991,119,1,0.01,1,Channel Catfish,Omnivore,5,148.5,6.734006734006734e-5
1991,132,1,42.660000000000004,8632,White Perch,Benthic invertivore,1,148.5,0.2872727272727273
1991,133,1,0.56,14,White Bass,Piscivore,4,148.5,0.0037710437710437713
1991,134,1,1.3900000000000001,16,Freshwater Drum,Benthic invertivore,1,148.5,0.00936026936026936
1991,402,1,0.08,2,Carp,Omnivore,5,148.5,5.387205387205387e-4
1991,405,1,13.6,25,White Sucker,Benthic invertivore,1,148.5,0.09158249158249158
1991,604,1,0.01,1,Pumpkinseed,General invertivore,3,148.5,6.734006734006734e-5
1991,801,1,3.58,895,Yellow Perch,General invertivore,3,148.5,0.02410774410774411
1992,106,1,1.76,1425,Alewife,Planktivore,2,370,0.004756756756756757
1992,108,1,0.04,2,Gizzard Shad,Planktivore,2,370,1.0810810810810811e-4
1992,109,1,6.52,3494,Rainbow Smelt,Planktivore,2,370,0.01762162162162162
1992,131,1,1.48,593,Trout-Perch,General invertivore,3,370,0.004
1992,132,1,6.9,1676,White Perch,Benthic invertivore,1,370,0.01864864864864865
1992,405,1,0.1,5,White Sucker,Benthic invertivore,1,370,2.702702702702703e-4
1992,508,1,0.03,27,Spottail Shiner,General invertivore,3,370,8.108108108108108e-5
1992,801,1,0.73,173,Yellow Perch,General invertivore,3,370,0.001972972972972973
1993,106,1,27.759999999999998,8880,Alewife,Planktivore,2,419.5,0.06617401668653158
1993,108,1,4.81,502,Gizzard Shad,Planktivore,2,419.5,0.011466030989272943
1993,109,1,8.1,13341,Rainbow Smelt,Planktivore,2,419.5,0.019308700834326578
1993,119,1,0.05,9,Channel Catfish,Omnivore,5,419.5,1.1918951132300358e-4
1993,131,1,1.01,336,Trout-Perch,General invertivore,3,419.5,0.002407628128724672
1993,132,1,6.26,781,White Perch,Benthic invertivore,1,419.5,0.014922526817640048
1993,133,1,0.57,52,White Bass,Piscivore,4,419.5,0.0013587604290822407
1993,134,1,2.0500000000000003,235,Freshwater Drum,Benthic invertivore,1,419.5,0.004886769964243147
1993,405,1,0.14,9,White Sucker,Benthic invertivore,1,419.5,3.3373063170441005e-4
1993,601,1,0.01,1,Rock Bass,Piscivore,4,419.5,2.3837902264600716e-5
1993,604,1,0.01,1,Pumpkinseed,General invertivore,3,419.5,2.3837902264600716e-5
1993,608,1,0.01,1,Largemouth Bass,Piscivore,4,419.5,2.3837902264600716e-5
1993,706,1,0.12,40,Johnny Darter,Benthic invertivore,1,419.5,2.860548271752086e-4
1994,106,1,5.17,1490,Alewife,Planktivore,2,346,0.014942196531791907
1994,108,1,0.55,118,Gizzard Shad,Planktivore,2,346,0.0015895953757225434
1994,109,1,0.96,1177,Rainbow Smelt,Planktivore,2,346,0.0027745664739884392
1994,119,1,0.060000000000000005,4,Channel Catfish,Omnivore,5,346,1.7341040462427748e-4
1994,131,1,30.88,8608,Trout-Perch,General invertivore,3,346,0.0892485549132948
1994,132,1,37.93,5768,White Perch,Benthic invertivore,1,346,0.10962427745664739
1994,133,1,0.72,171,White Bass,Piscivore,4,346,0.0020809248554913293
1994,134,1,5.32,422,Freshwater Drum,Benthic invertivore,1,346,0.015375722543352602
1994,405,1,0.03,2,White Sucker,Benthic invertivore,1,346,8.670520231213873e-5
1994,513,1,0.01,8,Bluntnose Minnow,Omnivore,5,346,2.8901734104046242e-5
1994,516,1,0.01,8,Unidentified Minnow,Omnivore,5,346,2.8901734104046242e-5
1994,801,1,0.69,108,Yellow Perch,General invertivore,3,346,0.0019942196531791906
1994,803,1,0.03,2,Walleye,Piscivore,4,346,8.670520231213873e-5
1995,106,1,32.293,12249,Alewife,Planktivore,2,390.8,0.08263306038894574
1995,108,1,0.9079999999999999,203,Gizzard Shad,Planktivore,2,390.8,0.0023234390992835207
1995,109,1,0.264,491,Rainbow Smelt,Planktivore,2,390.8,6.755373592630501e-4
1995,119,1,0.344,33,Channel Catfish,Omnivore,5,390.8,8.802456499488228e-4
1995,132,1,75.214,17950,White Perch,Benthic invertivore,1,390.8,0.1924616171954964
1995,133,1,0.02,1,White Bass,Piscivore,4,390.8,5.117707267144319e-5
1995,134,1,15.700000000000001,841,Freshwater Drum,Benthic invertivore,1,390.8,0.04017400204708291
1995,203,1,0.21,15,Lake Whitefish,Benthic invertivore,1,390.8,5.373592630501535e-4
1995,405,1,0.01,1,White Sucker,Benthic invertivore,1,390.8,2.5588536335721596e-5
1995,513,1,0.004,3,Bluntnose Minnow,Omnivore,5,390.8,1.0235414534288639e-5
1995,601,1,0.001,1,Rock Bass,Piscivore,4,390.8,2.5588536335721598e-6
1995,604,1,0.002,1,Pumpkinseed,General invertivore,3,390.8,5.1177072671443195e-6
1995,605,1,0.01,1,Bluegill,General invertivore,3,390.8,2.5588536335721596e-5
1995,801,1,13.552,3080,Yellow Perch,General invertivore,3,390.8,0.03467758444216991
1996,106,1,5.95,2481,Alewife,Planktivore,2,306,0.019444444444444445
1996,108,1,1.405,210,Gizzard Shad,Planktivore,2,306,0.004591503267973856
1996,109,1,0.07,131,Rainbow Smelt,Planktivore,2,306,0.00022875816993464054
1996,119,1,0.06,8,Channel Catfish,Omnivore,5,306,1.96078431372549e-4
1996,132,1,24.51,6542,White Perch,Benthic invertivore,1,306,0.08009803921568628
1996,133,1,0.03,2,White Bass,Piscivore,4,306,9.80392156862745e-5
1996,134,1,1.59,127,Freshwater Drum,Benthic invertivore,1,306,0.0051960784313725495
1996,203,1,0.02,1,Lake Whitefish,Benthic invertivore,1,306,6.535947712418301e-5
1996,607,1,0.02,1,Smallmouth Bass,Piscivore,4,306,6.535947712418301e-5
1996,801,1,5.61,845,Yellow Perch,General invertivore,3,306,0.018333333333333333
1997,106,1,4.3,3016,Alewife,Planktivore,2,348.3,0.012345679012345678
1997,108,1,1.06,109,Gizzard Shad,Planktivore,2,348.3,0.00304335343095033
1997,109,1,15.005,32787,Rainbow Smelt,Planktivore,2,348.3,0.04308067757680161
1997,132,1,39.21,10716,White Perch,Benthic invertivore,1,348.3,0.11257536606373815
1997,133,1,0.32,25,White Bass,Piscivore,4,348.3,9.18748205569911e-4
1997,134,1,0.04,4,Freshwater Drum,Benthic invertivore,1,348.3,1.1484352569623887e-4
1997,203,1,0.47000000000000003,34,Lake Whitefish,Benthic invertivore,1,348.3,0.001349411426930807
1997,405,1,8.49,497,White Sucker,Benthic invertivore,1,348.3,0.0243755383290267
1997,508,1,0.22,79,Spottail Shiner,General invertivore,3,348.3,6.316393913293138e-4
1997,801,1,9.08,2209,Yellow Perch,General invertivore,3,348.3,0.026069480333046225
1998,106,1,71.09,38559,Alewife,Planktivore,2,245,0.29016326530612246
1998,108,1,4.55,488,Gizzard Shad,Planktivore,2,245,0.018571428571428572
1998,109,1,7.64,1009,Rainbow Smelt,Planktivore,2,245,0.031183673469387753
1998,119,1,0.06,6,Channel Catfish,Omnivore,5,245,2.4489795918367346e-4
1998,131,1,0.49,74,Trout-Perch,General invertivore,3,245,0.002
1998,132,1,52.5,6954,White Perch,Benthic invertivore,1,245,0.21428571428571427
1998,133,1,0.07,10,White Bass,Piscivore,4,245,2.8571428571428574e-4
1998,134,1,5.64,543,Freshwater Drum,Benthic invertivore,1,245,0.023020408163265303
1998,405,1,0.18,6,White Sucker,Benthic invertivore,1,245,7.346938775510204e-4
1998,514,1,0.01,1,Fathead Minnow,Omnivore,5,245,4.0816326530612245e-5
1998,607,1,0.060000000000000005,2,Smallmouth Bass,Piscivore,4,245,2.448979591836735e-4
1998,801,1,7.86,1571,Yellow Perch,General invertivore,3,245,0.03208163265306123
1999,106,1,6.1499999999999995,1166,Alewife,Planktivore,2,172,0.03575581395348837
1999,108,1,0.11,25,Gizzard Shad,Planktivore,2,172,6.395348837209303e-4
1999,109,1,0.02,3,Rainbow Smelt,Planktivore,2,172,1.1627906976744187e-4
1999,119,1,0.02,2,Channel Catfish,Omnivore,5,172,1.1627906976744187e-4
1999,132,1,15.76,1645,White Perch,Benthic invertivore,1,172,0.09162790697674418
1999,134,1,0.01,1,Freshwater Drum,Benthic invertivore,1,172,5.8139534883720933e-5
1999,402,1,0.08,3,Carp,Omnivore,5,172,4.6511627906976747e-4
1999,405,1,1.56,61,White Sucker,Benthic invertivore,1,172,0.009069767441860466
1999,513,1,0.01,1,Bluntnose Minnow,Omnivore,5,172,5.8139534883720933e-5
1999,601,1,0.15,15,Rock Bass,Piscivore,4,172,8.720930232558139e-4
1999,604,1,0.14,23,Pumpkinseed,General invertivore,3,172,8.139534883720931e-4
1999,607,1,0.01,1,Smallmouth Bass,Piscivore,4,172,5.8139534883720933e-5
1999,608,1,0.17,16,Largemouth Bass,Piscivore,4,172,9.88372093023256e-4
1999,801,1,1.98,227,Yellow Perch,General invertivore,3,172,0.011511627906976744
1999,803,1,0.23,5,Walleye,Piscivore,4,172,0.0013372093023255815
2000,106,1,34.9,9318,Alewife,Planktivore,2,329,0.10607902735562309
2000,108,1,0.2,65,Gizzard Shad,Planktivore,2,329,6.079027355623101e-4
2000,109,1,11.58,12621,Rainbow Smelt,Planktivore,2,329,0.03519756838905775
2000,131,1,2.83,779,Trout-Perch,General invertivore,3,329,0.0086018237082066875
2000,132,1,64.65,26850,White Perch,Benthic invertivore,1,329,0.19650455927051674
2000,134,1,0.59,87,Freshwater Drum,Benthic invertivore,1,329,0.0017933130699088146
2000,203,1,4.82,267,Lake Whitefish,Benthic invertivore,1,329,0.014650455927051673
2000,204,1,0.03,5,Bloater,Planktivore,2,329,9.11854103343465e-5
2000,405,1,0.48000000000000004,13,White Sucker,Benthic invertivore,1,329,0.0014589665653495442
2000,511,1,0.06,118,Mimic Shiner,General invertivore,3,329,1.82370820668693e-4
2000,513,1,0.01,1,Bluntnose Minnow,Omnivore,5,329,3.0395136778115502e-5
2000,801,1,1.48,198,Yellow Perch,General invertivore,3,329,0.004498480243161095
2000,906,1,0.31,351,Round Goby,Benthic invertivore,1,329,9.422492401215805e-4
2001,106,1,62.51,23160,Alewife,Planktivore,2,249,0.2510441767068273
2001,108,1,0.361,61,Gizzard Shad,Planktivore,2,249,0.0014497991967871485
2001,109,1,5.46,8154,Rainbow Smelt,Planktivore,2,249,0.021927710843373492
2001,119,1,0.02,5,Channel Catfish,Omnivore,5,249,8.032128514056225e-5
2001,131,1,1.23,445,Trout-Perch,General invertivore,3,249,0.004939759036144578
2001,132,1,67.7,12187,White Perch,Benthic invertivore,1,249,0.27188755020080324
2001,134,1,0.85,68,Freshwater Drum,Benthic invertivore,1,249,0.0034136546184738957
2001,203,1,0.03,2,Lake Whitefish,Benthic invertivore,1,249,1.2048192771084337e-4
2001,403,1,0.01,1,Quillback,Benthic invertivore,1,249,4.0160642570281125e-5
2001,405,1,0.98,38,White Sucker,Benthic invertivore,1,249,0.00393574297188755
2001,504,1,0.01,3,Emerald Shiner,General invertivore,3,249,4.0160642570281125e-5
2001,801,1,12.66,2457,Yellow Perch,General invertivore,3,249,0.050843373493975906
2001,803,1,0.63,11,Walleye,Piscivore,4,249,0.0025301204819277107
2001,906,1,0.01,6,Round Goby,Benthic invertivore,1,249,4.0160642570281125e-5
2002,106,1,42.99,11451,Alewife,Planktivore,2,361,0.1190858725761773
2002,108,1,3.26,446,Gizzard Shad,Planktivore,2,361,0.009030470914127424
2002,109,1,1.84,4573,Rainbow Smelt,Planktivore,2,361,0.005096952908587258
2002,119,1,0.02,2,Channel Catfish,Omnivore,5,361,5.54016620498615e-5
2002,131,1,0.02,8,Trout-Perch,General invertivore,3,361,5.54016620498615e-5
2002,132,1,50.81,10244,White Perch,Benthic invertivore,1,361,0.14074792243767315
2002,133,1,0.02,2,White Bass,Piscivore,4,361,5.54016620498615e-5
2002,134,1,2.4899999999999998,171,Freshwater Drum,Benthic invertivore,1,361,0.006897506925207755
2002,203,1,0.22,26,Lake Whitefish,Benthic invertivore,1,361,6.094182825484765e-4
2002,405,1,1.9,132,White Sucker,Benthic invertivore,1,361,0.005263157894736842
2002,511,1,0.01,10,Mimic Shiner,General invertivore,3,361,2.770083102493075e-5
2002,607,1,0.12,5,Smallmouth Bass,Piscivore,4,361,3.3240997229916895e-4
2002,608,1,0.35000000000000003,13,Largemouth Bass,Piscivore,4,361,9.695290858725763e-4
2002,801,1,5,1005,Yellow Perch,General invertivore,3,361,0.013850415512465374
2002,906,1,0.22,356,Round Goby,Benthic invertivore,1,361,6.094182825484765e-4
2003,106,1,27.240000000000002,17157,Alewife,Planktivore,2,265,0.10279245283018869
2003,108,1,1.54,144,Gizzard Shad,Planktivore,2,265,0.005811320754716982
2003,109,1,2.6,7346,Rainbow Smelt,Planktivore,2,265,0.009811320754716982
2003,119,1,0.03,3,Channel Catfish,Omnivore,5,265,1.1320754716981132e-4
2003,132,1,47.56,11534,White Perch,Benthic invertivore,1,265,0.17947169811320757
2003,133,1,0.11,6,White Bass,Piscivore,4,265,4.150943396226415e-4
2003,134,1,0.12,9,Freshwater Drum,Benthic invertivore,1,265,4.528301886792453e-4
2003,203,1,0.01,1,Lake Whitefish,Benthic invertivore,1,265,3.7735849056603776e-5
2003,401,1,0.09,3,Goldfish,Omnivore,5,265,3.3962264150943393e-4
2003,403,1,1.24,35,Quillback,Benthic invertivore,1,265,0.004679245283018868
2003,404,1,0.02,1,Longnose Sucker,Benthic invertivore,1,265,7.547169811320755e-5
2003,405,1,17.3,707,White Sucker,Benthic invertivore,1,265,0.06528301886792454
2003,504,1,0.03,9,Emerald Shiner,General invertivore,3,265,1.1320754716981132e-4
2003,510,1,0.01,6,Sand Shiner,Omnivore,5,265,3.7735849056603776e-5
2003,608,1,0.02,1,Largemouth Bass,Piscivore,4,265,7.547169811320755e-5
2003,801,1,178.87,58326,Yellow Perch,General invertivore,3,265,0.6749811320754717
2003,803,1,5.449999999999999,130,Walleye,Piscivore,4,265,0.020566037735849054
2003,906,1,0.06,41,Round Goby,Benthic invertivore,1,265,2.2641509433962264e-4
2004,106,1,1.1700000000000002,270,Alewife,Planktivore,2,423,0.002765957446808511
2004,108,1,0.77,51,Gizzard Shad,Planktivore,2,423,0.0018203309692671394
2004,109,1,3.89,7084,Rainbow Smelt,Planktivore,2,423,0.009196217494089835
2004,132,1,42.52,9642,White Perch,Benthic invertivore,1,423,0.10052009456264777
2004,133,1,3.91,1165,White Bass,Piscivore,4,423,0.009243498817966904
2004,134,1,0.15,16,Freshwater Drum,Benthic invertivore,1,423,3.5460992907801415e-4
2004,203,1,0.33,19,Lake Whitefish,Benthic invertivore,1,423,7.801418439716312e-4
2004,401,1,0.01,1,Goldfish,Omnivore,5,423,2.364066193853428e-5
2004,405,1,0.85,37,White Sucker,Benthic invertivore,1,423,0.0020094562647754136
2004,801,1,51.04,15811,Yellow Perch,General invertivore,3,423,0.12066193853427896
2004,803,1,0.01,1,Walleye,Piscivore,4,423,2.364066193853428e-5
2005,106,1,0.2,21,Alewife,Planktivore,2,259,7.722007722007722e-4
2005,108,1,0.43,14,Gizzard Shad,Planktivore,2,259,0.0016602316602316602
2005,109,1,0.89,3354,Rainbow Smelt,Planktivore,2,259,0.0034362934362934363
2005,132,1,37.53,5258,White Perch,Benthic invertivore,1,259,0.1449034749034749
2005,133,1,6.31,463,White Bass,Piscivore,4,259,0.024362934362934362
2005,134,1,1.66,163,Freshwater Drum,Benthic invertivore,1,259,0.006409266409266409
2005,203,1,0.03,2,Lake Whitefish,Benthic invertivore,1,259,1.1583011583011582e-4
2005,405,1,0.36,26,White Sucker,Benthic invertivore,1,259,0.0013899613899613899
2005,504,1,0.01,6,Emerald Shiner,General invertivore,3,259,3.861003861003861e-5
2005,801,1,27.86,5146,Yellow Perch,General invertivore,3,259,0.10756756756756757
2006,106,1,0.11,32,Alewife,Planktivore,2,237,4.6413502109704643e-4
2006,108,1,2.36,160,Gizzard Shad,Planktivore,2,237,0.009957805907172995
2006,109,1,0.45,16,Rainbow Smelt,Planktivore,2,237,0.00189873417721519
2006,132,1,55.61,9672,White Perch,Benthic invertivore,1,237,0.23464135021097046
2006,133,1,0.18,26,White Bass,Piscivore,4,237,7.594936708860759e-4
2006,134,1,1.3,84,Freshwater Drum,Benthic invertivore,1,237,0.005485232067510549
2006,405,1,0.09,4,White Sucker,Benthic invertivore,1,237,3.7974683544303797e-4
2006,504,1,0.03,25,Emerald Shiner,General invertivore,3,237,1.2658227848101267e-4
2006,801,1,5.42,1296,Yellow Perch,General invertivore,3,237,0.022869198312236286
2006,906,1,0.09,7,Round Goby,Benthic invertivore,1,237,3.7974683544303797e-4
2007,108,1,1.56,133,Gizzard Shad,Planktivore,2,266,0.005864661654135339
2007,109,1,0.59,882,Rainbow Smelt,Planktivore,2,266,0.002218045112781955
2007,119,1,0.01,2,Channel Catfish,Omnivore,5,266,3.759398496240601e-5
2007,132,1,157.01,21402,White Perch,Benthic invertivore,1,266,0.5902631578947368
2007,133,1,0.82,94,White Bass,Piscivore,4,266,0.003082706766917293
2007,134,1,4.68,230,Freshwater Drum,Benthic invertivore,1,266,0.017593984962406013
2007,405,1,0.14,10,White Sucker,Benthic invertivore,1,266,5.263157894736843e-4
2007,504,1,0.02,9,Emerald Shiner,General invertivore,3,266,7.518796992481203e-5
2007,607,1,0.03,1,Smallmouth Bass,Piscivore,4,266,1.1278195488721805e-4
2007,801,1,11.55,1902,Yellow Perch,General invertivore,3,266,0.04342105263157895
2007,906,1,0.1,15,Round Goby,Benthic invertivore,1,266,0.00037593984962406017
2008,108,1,3.331,420,Gizzard Shad,Planktivore,2,314,0.01060828025477707
2008,109,1,0.46099999999999997,453,Rainbow Smelt,Planktivore,2,314,0.001468152866242038
2008,119,1,0.011,2,Channel Catfish,Omnivore,5,314,3.503184713375796e-5
2008,131,1,0.37,107,Trout-Perch,General invertivore,3,314,0.001178343949044586
2008,132,1,97.22,17698,White Perch,Benthic invertivore,1,314,0.3096178343949045
2008,133,1,0.68,108,White Bass,Piscivore,4,314,0.0021656050955414013
2008,134,1,0.311,27,Freshwater Drum,Benthic invertivore,1,314,9.904458598726114e-4
2008,203,1,0.11,4,Lake Whitefish,Benthic invertivore,1,314,3.503184713375796e-4
2008,405,1,0.01,4,White Sucker,Benthic invertivore,1,314,3.184713375796179e-5
2008,504,1,0.01,8,Emerald Shiner,General invertivore,3,314,3.184713375796179e-5
2008,801,1,32.589999999999996,6295,Yellow Perch,General invertivore,3,314,0.10378980891719744
2008,906,1,0.01,42,Round Goby,Benthic invertivore,1,314,3.184713375796179e-5
2009,106,1,0.01,1,Alewife,Planktivore,2,211,4.739336492890995e-5
2009,108,1,1.2,203,Gizzard Shad,Planktivore,2,211,0.005687203791469194
2009,109,1,0.67,1135,Rainbow Smelt,Planktivore,2,211,0.003175355450236967
2009,132,1,5.43,876,White Perch,Benthic invertivore,1,211,0.025734597156398104
2009,133,1,0.7,140,White Bass,Piscivore,4,211,0.0033175355450236967
2009,134,1,0.08,8,Freshwater Drum,Benthic invertivore,1,211,3.791469194312796e-4
2009,203,1,0.34,14,Lake Whitefish,Benthic invertivore,1,211,0.0016113744075829386
2009,405,1,0.38,17,White Sucker,Benthic invertivore,1,211,0.0018009478672985782
2009,510,1,0.06,31,Sand Shiner,Omnivore,5,211,2.843601895734597e-4
2009,801,1,26.7,6092,Yellow Perch,General invertivore,3,211,0.12654028436018958
2009,803,1,4.05,509,Walleye,Piscivore,4,211,0.01919431279620853
2010,108,1,1.12,50,Gizzard Shad,Planktivore,2,200,0.005600000000000001
2010,109,1,0.01,8,Rainbow Smelt,Planktivore,2,200,5e-5
2010,132,1,95.19,8813,White Perch,Benthic invertivore,1,200,0.47595
2010,133,1,2.0500000000000003,152,White Bass,Piscivore,4,200,0.010250000000000002
2010,134,1,0.42,28,Freshwater Drum,Benthic invertivore,1,200,0.0021
2010,203,1,0.19,8,Lake Whitefish,Benthic invertivore,1,200,9.5e-4
2010,504,1,0.01,1,Emerald Shiner,General invertivore,3,200,5e-5
2010,511,1,0.15000000000000002,397,Mimic Shiner,General invertivore,3,200,7.500000000000001e-4
2010,801,1,26.2,3602,Yellow Perch,General invertivore,3,200,0.131
2010,803,1,0.3,25,Walleye,Piscivore,4,200,0.0015
2011,108,1,2.56,152,Gizzard Shad,Planktivore,2,245,0.010448979591836735
2011,109,1,2.19,7037,Rainbow Smelt,Planktivore,2,245,0.008938775510204082
2011,131,1,2.01,648,Trout-Perch,General invertivore,3,245,0.00820408163265306
2011,132,1,38.08,5297,White Perch,Benthic invertivore,1,245,0.15542857142857142
2011,133,1,1.8,217,White Bass,Piscivore,4,245,0.007346938775510205
2011,134,1,3.5100000000000002,222,Freshwater Drum,Benthic invertivore,1,245,0.0143265306122449
2011,405,1,0.66,22,White Sucker,Benthic invertivore,1,245,0.0026938775510204085
2011,511,1,0.52,1224,Mimic Shiner,General invertivore,3,245,0.0021224489795918368
2011,601,1,0.01,1,Rock Bass,Piscivore,4,245,4.0816326530612245e-5
2011,801,1,17.55,3207,Yellow Perch,General invertivore,3,245,0.07163265306122449
2011,803,1,1.67,125,Walleye,Piscivore,4,245,0.006816326530612244
2012,108,1,5.46,493,Gizzard Shad,Planktivore,2,230,0.02373913043478261
2012,119,1,0.2,19,Channel Catfish,Omnivore,5,230,8.695652173913044e-4
2012,133,1,1.6300000000000001,99,White Bass,Piscivore,4,230,0.007086956521739131
2012,403,1,0.24,3,Quillback,Benthic invertivore,1,230,0.0010434782608695651
2012,511,1,0.76,1720,Mimic Shiner,General invertivore,3,230,0.0033043478260869567
2012,605,1,0.01,1,Bluegill,General invertivore,3,230,4.347826086956522e-5
2012,801,1,13.85,1821,Yellow Perch,General invertivore,3,230,0.06021739130434783
2013,108,1,3.74,512,Gizzard Shad,Planktivore,2,225,0.016622222222222222
2013,109,1,0.35,1080,Rainbow Smelt,Planktivore,2,225,0.0015555555555555555
2013,119,1,0.01,1,Channel Catfish,Omnivore,5,225,4.4444444444444447e-5
2013,132,1,10.27,954,White Perch,Benthic invertivore,1,225,0.045644444444444446
2013,133,1,1.67,175,White Bass,Piscivore,4,225,0.0074222222222222215
2013,134,1,0.22,30,Freshwater Drum,Benthic invertivore,1,225,9.777777777777777e-4
2013,403,1,0.14,3,Quillback,Benthic invertivore,1,225,6.222222222222223e-4
